"name","pos","sourceName","name_espn","team_espn","positionRank","overallRank","points","passAtt","passComp","passYds","passTds","passInt","rushAtt","rushYds","rushTds","rec","recYds","recTds"
"JIMMYGAROPPOLO","QB","espn","Jimmy Garoppolo","NE",1,76,"66.9",141.9,85.7,945.3,7.3,3.7,15.7,62.6,0.5,0,0,0
"PAXTONLYNCH","QB","espn","Paxton Lynch","DEN",2,78,"65.5",174.6,99.3,1151.7,6.1,5.5,14.4,56.6,0.5,0,0,0
"DREWSTANTON","QB","espn","Drew Stanton","ARZ",3,90,"6.3",15.7,8.9,103.3,0.8,0.4,0.9,3.5,0,0,0,0
"TOMSAVAGE","QB","espn","Tom Savage","HOU",4,117,"5.3",16.6,9.3,106.9,0.7,0.6,0.4,1.5,0,0,0,0
"JAREDGOFF","QB","espn","Jared Goff","LA",5,123,"47.3",159.5,89.1,956.2,4.2,6.1,12.2,46.6,0.5,0,0,0
"EJMANUEL","QB","espn","EJ Manuel","BUF",6,142,"4.8",14,8.2,94.5,0.6,0.4,1,3.8,0,0,0,0
"MATTCASSEL","QB","espn","Matt Cassel","TEN",7,145,"4.2",14,8.5,95.3,0.6,0.5,0.8,3.1,0,0,0,0
"CAMNEWTON","QB","espn","Cam Newton","CAR",8,160,"336.1",526.5,304.6,3799,28.1,13,125.2,681.8,5.7,0,0,0
"AARONRODGERS","QB","espn","Aaron Rodgers","GB",9,163,"311",559,352,4213.1,32.4,7.4,51.2,237.4,1.5,0,0,0
"RUSSELLWILSON","QB","espn","Russell Wilson","SEA",10,166,"305.1",476.1,299.4,3736.6,29.1,10,95.6,495.3,2.6,0,0,0
"ANDREWLUCK","QB","espn","Andrew Luck","IND",11,172,"295.2",624.6,360.1,4362.9,31.8,19.1,64.8,263.6,1.7,0,0,0
"DREWBREES","QB","espn","Drew Brees","NO",12,173,"290.8",657.2,440.3,4757.5,31.3,15.4,21.7,35.5,0.9,0,0,0
"BENROETHLISBERGER","QB","espn","Ben Roethlisberger","PIT",13,176,"282.1",576.1,380.2,4543.7,28.5,12.7,28,67.5,0.7,0,0,0
"KIRKCOUSINS","QB","espn","Kirk Cousins","WAS",14,177,"281.8",600.2,388.6,4510.6,29.5,13.2,38.1,117.2,1.4,0,0,0
"MATTHEWSTAFFORD","QB","espn","Matthew Stafford","DET",15,178,"280.3",633,411.9,4642.9,25.1,13.4,39.6,135.3,1.9,0,0,0
"COLINKAEPERNICK","QB","espn","Colin Kaepernick","SF",16,180,"28.4",73.8,41.5,456.6,2.2,1.6,12.4,44.7,0.3,0,0,0
"ELIMANNING","QB","espn","Eli Manning","NYG",17,182,"272.6",608.3,380.9,4546.3,30.7,15.1,20.9,37.6,0.4,0,0,0
"PHILIPRIVERS","QB","espn","Philip Rivers","SD",18,184,"269.2",616.2,404.7,4503.1,28.3,14.9,23,61.6,0.5,0,0,0
"TYRODTAYLOR","QB","espn","Tyrod Taylor","BUF",19,185,"266.9",452.9,275.2,3240.7,21.3,12.1,112.1,578,4.5,0,0,0
"CARSONPALMER","QB","espn","Carson Palmer","ARZ",20,186,"263.7",568.8,346.5,4342.8,29.5,16.3,24.6,49.1,1,0,0,0
"ANDYDALTON","QB","espn","Andy Dalton","CIN",21,187,"263.6",513.9,323.8,3786.8,25.5,12.8,62.9,233.7,2.7,0,0,0
"BLAKEBORTLES","QB","espn","Blake Bortles","JAC",22,188,"263.1",574.8,326.3,3906,28.4,15.8,50.5,260.7,1.4,0,0,0
"RYANFITZPATRICK","QB","espn","Ryan Fitzpatrick","NYJ",23,189,"261.8",554.8,337.9,3908.9,25.8,15.5,57.2,252.5,2,0,0,0
"JAMEISWINSTON","QB","espn","Jameis Winston","TB",24,190,"260.4",554.2,320.2,3832.2,25,15.4,60.2,263,2.6,0,0,0
"ALEXSMITH","QB","espn","Alex Smith","KC",25,191,"260",501.7,326.3,3669.9,19.4,7.5,69.3,398.4,2.5,0,0,0
"DEREKCARR","QB","espn","Derek Carr","OAK",26,193,"254.8",584.4,349.7,3808.4,31,13,30.7,82,0.7,0,0,0
"RYANTANNEHILL","QB","espn","Ryan Tannehill","MIA",27,195,"251.8",607.4,375.1,4252.2,23.7,12.3,34.4,130.6,1,0,0,0
"BROCKOSWEILER","QB","espn","Brock Osweiler","HOU",28,197,"246.2",554.6,343.1,4074.7,24.5,14.8,50.8,123.3,1.5,0,0,0
"JOEFLACCO","QB","espn","Joe Flacco","BAL",29,198,"243.3",625.2,375.1,4213.8,25.5,16.2,27.1,46.9,1.2,0,0,0
"MATTRYAN","QB","espn","Matt Ryan","ATL",30,199,"242.5",619.4,409.6,4512.6,22.1,16.3,30.8,95.4,0.8,0,0,0
"ROBERTGRIFFIN","QB","espn","Robert Griffin III","CLE",31,201,"239.1",494.2,309.6,3686.6,19.3,12.5,70.6,426.7,1.9,0,0,0
"MARCUSMARIOTA","QB","espn","Marcus Mariota","TEN",32,202,"235.3",468,304.3,3528.5,19.7,12.7,70.4,355.4,2.7,0,0,0
"TOMBRADY","QB","espn","Tom Brady","NE",33,203,"232",478,302.8,3392.3,25.3,6.9,27.4,21.8,1.5,0,0,0
"JAYCUTLER","QB","espn","Jay Cutler","CHI",34,209,"221.7",498.9,320,3788.9,21.6,13.9,38.7,138.2,0.9,0,0,0
"CARSONWENTZ","QB","espn","Carson Wentz","PHI",35,210,"221.7",527.6,300,3363.1,18.5,15.8,65.4,345.1,2.9,0,0,0
"BLAINEGABBERT","QB","espn","Blaine Gabbert","SF",36,227,"196.4",519.2,314.3,3586.3,17.3,16.5,51.1,175.9,1.2,0,0,0
"SAMBRADFORD","QB","espn","Sam Bradford","MIN",37,233,"183.6",464.9,292.4,3213.5,17.2,10.8,30.8,79.5,1.3,0,0,0
"SHAUNHILL","QB","espn","Shaun Hill","MIN",38,237,"18.3",44.7,28.1,327.6,1.7,1,2.9,11.5,0.1,0,0,0
"GENOSMITH","QB","espn","Geno Smith","NYJ",39,259,"16.7",37.7,21.9,250.7,1.7,1.3,6.4,25.5,0.2,0,0,0
"CHASEDANIEL","QB","espn","Chase Daniel","PHI",40,260,"16.4",37.6,23.3,243.5,1.4,0.8,5.7,23.2,0.2,0,0,0
"LANDRYJONES","QB","espn","Landry Jones","PIT",41,261,"16.1",37.4,21.2,233.5,1.6,1.1,5.3,21.7,0.2,0,0,0
"TONYROMO","QB","espn","Tony Romo","DAL",42,263,"158.7",320.2,214.1,2538.1,17,7.2,16,34.9,0.4,0,0,0
"JOSHMCCOWN","QB","espn","Josh McCown","CLE",43,271,"15.4",39.1,22.9,281.1,1.4,0.9,2.9,11.9,0.1,0,0,0
"TREVORSIEMIAN","QB","espn","Trevor Siemian","DEN",44,307,"132.2",382.6,213.7,2417.8,13.5,15.3,25.2,103.2,1,0,0,0
"BRIANHOYER","QB","espn","Brian Hoyer","CHI",45,311,"13.1",35.8,20.6,267.2,1.4,1.1,0.6,2.3,0,0,0,0
"SEANMANNION","QB","espn","Sean Mannion","LA",46,336,"12.5",33,20.2,240.9,1,1.1,2.8,12.6,0.1,0,0,0
"DAKPRESCOTT","QB","espn","Dak Prescott","DAL",47,384,"105.7",202.7,134.6,1570.7,9.9,6,26.4,134.2,0.9,0,0,0
"CASEKEENUM","QB","espn","Case Keenum","LA",48,388,"104.4",312.1,181.3,1987.7,8.6,9,25,84.7,1.1,0,0,0
"DEREKANDERSON","QB","espn","Derek Anderson","CAR",49,398,"0.4",2.7,1.6,17.1,0.1,0.1,0.1,0.4,0,0,0,0
"CHADHENNE","QB","espn","Chad Henne","JAC",50,399,"0.4",3,1.7,19,0.2,0.1,0.1,0.5,0,0,0,0
"SCOTTTOLZIEN","QB","espn","Scott Tolzien","IND",51,400,"0.4",3.1,1.8,20.6,0.2,0.1,0.1,0.5,0,0,0,0
"RYANNASSIB","QB","espn","Ryan Nassib","NYG",52,401,"0.4",2.9,1.7,19.3,0.1,0.1,0.1,0.5,0,0,0,0
"MATTMCGLOIN","QB","espn","Matt McGloin","OAK",53,402,"0.4",2.8,1.7,18.5,0.1,0.1,0.1,0.4,0,0,0,0
"BRETTHUNDLEY","QB","espn","Brett Hundley","GB",54,403,"0.4",2.9,1.7,18.7,0.2,0.1,0.1,0.4,0,0,0,0
"TREVONEBOYKIN","QB","espn","Trevone Boykin","SEA",55,404,"0.4",2.6,1.5,16.6,0.1,0.1,0.1,0.4,0,0,0,0
"LUKEMCCOWN","QB","espn","Luke McCown","NO",56,406,"0.3",3.1,1.9,20.4,0.1,0.1,0.1,0.5,0,0,0,0
"KELLENCLEMENS","QB","espn","Kellen Clemens","SD",57,407,"0.3",3,1.8,20,0.1,0.1,0.1,0.5,0,0,0,0
"COLTMCCOY","QB","espn","Colt McCoy","WAS",58,408,"0.3",2.9,1.7,19.4,0.1,0.1,0.1,0.4,0,0,0,0
"JOEWEBB","QB","espn","Joe Webb","CAR",59,409,"0.3",0,0,0,0,0,0,0,0,0,0,0
"RYANMALLETT","QB","espn","Ryan Mallett","BAL",60,410,"0.3",3,1.8,19.7,0.1,0.1,0.1,0.5,0,0,0,0
"MIKEGLENNON","QB","espn","Mike Glennon","TB",61,411,"0.3",2.8,1.6,18.4,0.1,0.1,0.1,0.4,0,0,0,0
"AJMCCARRON","QB","espn","AJ McCarron","CIN",62,412,"0.3",2.6,1.5,16.9,0.1,0.1,0.1,0.4,0,0,0,0
"MATTSCHAUB","QB","espn","Matt Schaub","ATL",63,413,"0.2",3,1.8,20.1,0.1,0.1,0.1,0.4,0,0,0,0
"DANORLOVSKY","QB","espn","Dan Orlovsky","DET",64,414,"0.2",3.1,1.9,21.5,0.1,0.1,0.1,0.5,0,0,0,0
"MATTMOORE","QB","espn","Matt Moore","MIA",65,415,"0.2",3,1.7,19.7,0.1,0.1,0.1,0.4,0,0,0,0
"NICKFOLES","QB","espn","Nick Foles","KC",66,416,"0.2",2.7,1.6,17.5,0.1,0.1,0.1,0.4,0,0,0,0
"MARKSANCHEZ","QB","espn","Mark Sanchez","DAL",67,417,"0.1",1,0.6,6.6,0,0,0,0.2,0,0,0,0
"JACOBYBRISSETT","QB","espn","Jacoby Brissett","NE",68,418,"0.1",0.7,0.4,4.5,0,0,0,0.1,0,0,0,0
"MIKEVICK","QB","espn","Mike Vick","PIT",69,419,"0",0,0,0,0,0,0,0,0,0,0,0
"TARVARISJACKSON","QB","espn","Tarvaris Jackson","SEA",70,420,"0",0,0,0,0,0,0,0,0,0,0,0
"CHARLIEWHITEHURST","QB","espn","Charlie Whitehurst","CLE",71,421,"0",0,0,0,0,0,0,0,0,0,0,0
"BRUCEGRADKOWSKI","QB","espn","Bruce Gradkowski","PIT",72,422,"0",0,0,0,0,0,0,0,0,0,0,0
"JOSHJAVONJOHNSON","QB","espn","Josh Javon Johnson","NYG",73,423,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTFLYNN","QB","espn","Matt Flynn","NO",74,424,"0",0,0,0,0,0,0,0,0,0,0,0
"JOSHFREEMAN","QB","espn","Josh Freeman","IND",75,425,"0",0,0,0,0,0,0,0,0,0,0,0
"JIMMYCLAUSEN","QB","espn","Jimmy Clausen","BAL",76,426,"0",0,0,0,0,0,0,0,0,0,0,0
"TIMTEBOW","QB","espn","Tim Tebow","FA",77,427,"0",0,0,0,0,0,0,0,0,0,0,0
"DANLEFEVOUR","QB","espn","Dan LeFevour","TB",78,428,"0",0,0,0,0,0,0,0,0,0,0,0
"THADDEUSLEWIS","QB","espn","Thaddeus Lewis","SF",79,429,"0",0,0,0,0,0,0,0,0,0,0,0
"CHRISTIANPONDER","QB","espn","Christian Ponder","SF",80,430,"0",0,0,0,0,0,0,0,0,0,0,0
"TJYATES","QB","espn","T.J. Yates","HOU",81,431,"0",0,0,0,0,0,0,0,0,0,0,0
"JERRODJOHNSON","QB","espn","Jerrod Johnson","DAL",82,432,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONWEEDEN","QB","espn","Brandon Weeden","HOU",83,433,"0",0,0,0,0,0,0,0,0,0,0,0
"KELLENMOORE","QB","espn","Kellen Moore","DAL",84,434,"0",0,0,0,0,0,0,0,0,0,0,0
"RYANLINDLEY","QB","espn","Ryan Lindley","IND",85,435,"0",0,0,0,0,0,0,0,0,0,0,0
"AUSTINDAVIS","QB","espn","Austin Davis","DEN",86,436,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTSIMMS","QB","espn","Matt Simms","ATL",87,437,"0",0,0,0,0,0,0,0,0,0,0,0
"ALEXTANNEY","QB","espn","Alex Tanney","TEN",88,438,"0",0,0,0,0,0,0,0,0,0,0,0
"SEANRENFREE","QB","espn","Sean Renfree","ATL",89,439,"0",0,0,0,0,0,0,0,0,0,0,0
"ZACDYSERT","QB","espn","Zac Dysert","ARZ",90,440,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTBARKLEY","QB","espn","Matt Barkley","CHI",91,441,"0",0,0,0,0,0,0,0,0,0,0,0
"RYANGRIFFIN","QB","espn","Ryan Griffin","TB",92,442,"0",0,0,0,0,0,0,0,0,0,0,0
"TYLERBRAY","QB","espn","Tyler Bray","KC",93,443,"0",0,0,0,0,0,0,0,0,0,0,0
"TEDDYBRIDGEWATER","QB","espn","Teddy Bridgewater","MIN",94,444,"0",0,0,0,0,0,0,0,0,0,0,0
"JOHNNYMANZIEL","QB","espn","Johnny Manziel","CLE",95,445,"0",0,0,0,0,0,0,0,0,0,0,0
"TAJHBOYD","QB","espn","Tajh Boyd","PIT",96,446,"0",0,0,0,0,0,0,0,0,0,0,0
"LOGANTHOMAS","QB","espn","Logan Thomas","NYG",97,447,"0",0,0,0,0,0,0,0,0,0,0,0
"ZACHMETTENBERGER","QB","espn","Zach Mettenberger","PIT",98,448,"0",0,0,0,0,0,0,0,0,0,0,0
"DAVIDFALES","QB","espn","David Fales","CHI",99,449,"0",0,0,0,0,0,0,0,0,0,0,0
"KEITHWENNING","QB","espn","Keith Wenning","CIN",100,450,"0",0,0,0,0,0,0,0,0,0,0,0
"AARONMURRAY","QB","espn","Aaron Murray","KC",101,451,"0",0,0,0,0,0,0,0,0,0,0,0
"MATTBLANCHARD","QB","espn","Matt Blanchard","CHI",102,452,"0",0,0,0,0,0,0,0,0,0,0,0
"DUSTINVAUGHAN","QB","espn","Dustin Vaughan","PIT",103,453,"0",0,0,0,0,0,0,0,0,0,0,0
"CONNORSHAW","QB","espn","Connor Shaw","CHI",104,454,"0",0,0,0,0,0,0,0,0,0,0,0
"BRYCEPETTY","QB","espn","Bryce Petty","NYJ",105,455,"0",0,0,0,0,0,0,0,0,0,0,0
"DYLANTHOMPSON","QB","espn","Dylan Thompson","LA",106,456,"0",0,0,0,0,0,0,0,0,0,0,0
"GARRETTGRAYSON","QB","espn","Garrett Grayson","NO",107,457,"0",0,0,0,0,0,0,0,0,0,0,0
"CHRISTIANHACKENBERG","QB","espn","Christian Hackenberg","NYJ",108,458,"0",0,0,0,0,0,0,0,0,0,0,0
"CODYKESSLER","QB","espn","Cody Kessler","CLE",109,459,"0",0.2,0.1,1.3,0,0,0,0,0,0,0,0
"CONNORCOOK","QB","espn","Connor Cook","OAK",110,460,"0",0,0,0,0,0,0,0,0,0,0,0
"CARDALEJONES","QB","espn","Cardale Jones","BUF",111,461,"0",0,0,0,0,0,0,0,0,0,0,0
"KEVINHOGAN","QB","espn","Kevin Hogan","KC",112,462,"0",0,0,0,0,0,0,0,0,0,0,0
"NATESUDFELD","QB","espn","Nate Sudfeld","WAS",113,463,"0",0,0,0,0,0,0,0,0,0,0,0
"JAKERUDOCK","QB","espn","Jake Rudock","DET",114,464,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONALLEN","QB","espn","Brandon Allen","JAC",115,465,"0",0,0,0,0,0,0,0,0,0,0,0
"JEFFDRISKEL","QB","espn","Jeff Driskel","CIN",116,466,"0",0,0,0,0,0,0,0,0,0,0,0
"BRANDONDOUGHTY","QB","espn","Brandon Doughty","MIA",117,467,"0",0,0,0,0,0,0,0,0,0,0,0
"TAYLORHEINICKE","QB","espn","Taylor Heinicke","MIN",118,468,"0",0,0,0,0,0,0,0,0,0,0,0
"STEPHENMORRIS","QB","espn","Stephen Morris","IND",119,469,"0",0,0,0,0,0,0,0,0,0,0,0
"JOECALLAHAN","QB","espn","Joe Callahan","GB",120,470,"0",0,0,0,0,0,0,0,0,0,0,0
"SHANEVEREEN","RB","espn","Shane Vereen","NYG",1,3,"98.5",0,0,0,0,0,65.3,283.2,1.7,50.6,448.4,2.8
"DEVONTAEBOOKER","RB","espn","Devontae Booker","DEN",2,11,"95.6",0,0,0,0,0,131.8,547,4.4,18.7,147.1,0.5
"DARRENSPROLES","RB","espn","Darren Sproles","PHI",3,12,"95.3",0,0,0,0,0,72.6,331.1,2.3,46.7,389.2,1.2
"TEVINCOLEMAN","RB","espn","Tevin Coleman","ATL",4,15,"93.1",0,0,0,0,0,124.1,520.5,3.9,23.4,169.9,0.6
"DEANGELOWILLIAMS","RB","espn","DeAngelo Williams","PIT",5,24,"90.5",0,0,0,0,0,127.1,600.2,3.4,12.3,91.4,0.4
"MALCOLMBROWN","RB","espn","Malcolm Brown","LA",6,27,"9.7",0,0,0,0,0,12.8,52.1,0.4,3.4,25.5,0.1
"GEORGEATKINSON","RB","espn","George Atkinson III","CLE",7,29,"9.2",0,0,0,0,0,14.9,58.8,0.5,1.9,14,0.1
"JAYAJAYI","RB","espn","Jay Ajayi","MIA",8,42,"84.7",0,0,0,0,0,116.9,475.8,3.6,19.9,147.7,0.6
"JUSTINFORSETT","RB","espn","Justin Forsett","BAL",9,45,"82.6",0,0,0,0,0,115.5,526.5,2.9,16.6,111.5,0.4
"JERICKMCKINNON","RB","espn","Jerick McKinnon","MIN",10,50,"81.3",0,0,0,0,0,79.2,358.4,2.3,37.5,284.3,1
"CHRISTINEMICHAEL","RB","espn","Christine Michael","SEA",11,51,"81.3",0,0,0,0,0,125.6,529.1,2.9,11.3,90.9,0.5
"JAMESSTARKS","RB","espn","James Starks","GB",12,52,"80.3",0,0,0,0,0,114.6,487.4,2.5,20.7,157.9,0.8
"DWAYNEWASHINGTON","RB","espn","Dwayne Washington","DET",13,53,"8.2",0,0,0,0,0,8.9,35.4,0.3,4.6,35.1,0.1
"SHAUNDRAUGHN","RB","espn","Shaun Draughn","SF",14,57,"78.5",0,0,0,0,0,85.1,324.1,1.9,42.5,309.3,1.1
"SPENCERWARE","RB","espn","Spencer Ware","KC",15,59,"77.2",0,0,0,0,0,99.3,437.4,4.8,7.4,55,0.2
"KADEEMCAREY","RB","espn","Ka'Deem Carey","CHI",16,63,"74.5",0,0,0,0,0,97.9,411.1,2.5,21.9,167.8,0.6
"CJSPILLER","RB","espn","C.J. Spiller","SEA",17,66,"71.8",0,0,0,0,0,50.8,219.2,1.2,47.6,350.2,1.5
"CHRISTHOMPSON","RB","espn","Chris Thompson","WAS",18,69,"70.2",0,0,0,0,0,47.4,212.5,1.1,43,355.9,1.5
"JORDANHOWARD","RB","espn","Jordan Howard","CHI",19,70,"69.9",0,0,0,0,0,98.3,397.5,3.3,13.8,102.9,0.4
"CJPROSISE","RB","espn","C.J. Prosise","SEA",20,80,"64.7",0,0,0,0,0,60.3,250,1.6,29.3,241.5,1.2
"DEANDREWASHINGTON","RB","espn","DeAndre Washington","OAK",21,83,"63.4",0,0,0,0,0,79.8,319.9,1.5,22.6,189.2,0.9
"DIONLEWIS","RB","espn","Dion Lewis","NE",22,84,"62.9",0,0,0,0,0,49.3,198.3,1.5,33.7,297.8,1.2
"TERRANCEWEST","RB","espn","Terrance West","BAL",23,85,"61.4",0,0,0,0,0,97.1,397.1,2.8,9.9,73.2,0.3
"JOHNKUHN","RB","espn","John Kuhn","NO",24,88,"6.7",0,0,0,0,0,7.8,25,0.5,2.4,17.8,0.2
"CHRISJOHNSON","RB","espn","Chris Johnson","ARZ",25,93,"58.6",0,0,0,0,0,100.6,428.7,2.7,2.1,15.4,0.1
"ALFREDMORRIS","RB","espn","Alfred Morris","DAL",26,95,"57.5",0,0,0,0,0,95,400.5,2.5,4,29.7,0.1
"ROBERTKELLEY","RB","espn","Robert Kelley","WAS",27,100,"55.8",0,0,0,0,0,99.6,396.4,2.4,4.3,32.4,0.1
"REGGIEBUSH","RB","espn","Reggie Bush","BUF",28,102,"54.8",0,0,0,0,0,69,291.9,1.8,16,119.7,0.6
"JAMESWHITE","RB","espn","James White","NE",29,105,"53.7",0,0,0,0,0,35.7,144.6,1.1,29.5,271.7,1.1
"TIMHIGHTOWER","RB","espn","Tim Hightower","NO",30,109,"51",0,0,0,0,0,70.4,276.4,2.7,10,72.9,0.3
"ROBERTTURBIN","RB","espn","Robert Turbin","IND",31,110,"50.9",0,0,0,0,0,63.8,255.3,1.2,17.6,143.3,0.8
"DARRENMCFADDEN","RB","espn","Darren McFadden","DAL",32,111,"5.9",0,0,0,0,0,8.1,32.3,0.2,2.5,18.9,0.1
"JHURELLPRESSLEY","RB","espn","Jhurell Pressley","GB",33,115,"5.6",0,0,0,0,0,12.1,47.8,0.3,0,0,0
"CHARCANDRICKWEST","RB","espn","Charcandrick West","KC",34,121,"48.9",0,0,0,0,0,54.7,220.7,2.5,13.3,105.6,0.4
"FOZZYWHITTAKER","RB","espn","Fozzy Whittaker","CAR",35,122,"48",0,0,0,0,0,67.5,275.3,1.7,11.4,85.1,0.4
"MIKETOLBERT","RB","espn","Mike Tolbert","CAR",36,125,"45.9",0,0,0,0,0,47.4,182.5,1.9,15.5,125.8,0.9
"TYLERERVIN","RB","espn","Tyler Ervin","HOU",37,131,"44.2",0,0,0,0,0,56.4,227,1.6,12.5,92.4,0.4
"BENJAMINCUNNINGHAM","RB","espn","Benjamin Cunningham","LA",38,132,"43.9",0,0,0,0,0,38.3,158.4,1.2,23.9,192.3,0.5
"PAULPERKINS","RB","espn","Paul Perkins","NYG",39,133,"43.1",0,0,0,0,0,66.7,282,1.8,5.8,44.5,0.2
"ANDREELLINGTON","RB","espn","Andre Ellington","ARZ",40,139,"41.8",0,0,0,0,0,41.9,175.7,1.1,16.6,143.5,0.7
"JONATHANWILLIAMS","RB","espn","Jonathan Williams","BUF",41,143,"4.7",0,0,0,0,0,9.2,34.9,0.3,0,0,0
"ORLEANSDARKWA","RB","espn","Orleans Darkwa","NYG",42,148,"39.8",0,0,0,0,0,63.7,270.5,1.8,3.1,24,0.1
"BRANDONBOLDEN","RB","espn","Brandon Bolden","NE",43,149,"39.6",0,0,0,0,0,53.9,220.8,1.8,8.4,62.5,0.3
"LANCEDUNBAR","RB","espn","Lance Dunbar","DAL",44,150,"39.5",0,0,0,0,0,30.2,131.2,0.8,21.1,186.6,0.7
"MIKEGILLISLEE","RB","espn","Mike Gillislee","BUF",45,153,"38.6",0,0,0,0,0,55.2,233.5,1.8,6.6,48.5,0.2
"JAVORIUSALLEN","RB","espn","Javorius Allen","BAL",46,157,"36.4",0,0,0,0,0,23.5,96.9,0.7,24.7,192.8,0.8
"ZACHZENNER","RB","espn","Zach Zenner","DET",47,159,"35.2",0,0,0,0,0,53.4,227.2,1.7,4.6,35.1,0.1
"ALFREDBLUE","RB","espn","Alfred Blue","HOU",48,196,"25.9",0,0,0,0,0,43.3,167,1.1,4.2,30.8,0.1
"MIKEDAVIS","RB","espn","Mike Davis","SF",49,205,"23.5",0,0,0,0,0,31.7,121.5,0.8,8.3,61.2,0.2
"ADRIANPETERSON","RB","espn","Adrian Peterson","MIN",50,207,"226.7",0,0,0,0,0,308.1,1427,10.6,30.5,235,0.7
"TODDGURLEY","RB","espn","Todd Gurley","LA",51,208,"225.2",0,0,0,0,0,297.8,1327.9,10.5,37.9,299.2,0.9
"DAVIDJOHNSON","RB","espn","David Johnson","ARZ",52,212,"217.8",0,0,0,0,0,251.5,1044.7,8.2,58.3,530.9,2.6
"LESEANMCCOY","RB","espn","LeSean McCoy","BUF",53,215,"206.7",0,0,0,0,0,266.8,1175.4,8.6,43,319.1,1.6
"LAMARMILLER","RB","espn","Lamar Miller","HOU",54,216,"206.2",0,0,0,0,0,281.8,1241,7.3,43.6,325,1.3
"EZEKIELELLIOTT","RB","espn","Ezekiel Elliott","DAL",55,217,"204.4",0,0,0,0,0,257.4,1126.8,8.5,42.8,361.4,1.5
"WENDELLSMALLWOOD","RB","espn","Wendell Smallwood","PHI",56,219,"20.9",0,0,0,0,0,28.8,114.2,0.9,6.5,48.6,0.2
"FITZGERALDTOUSSAINT","RB","espn","Fitzgerald Toussaint","PIT",57,222,"20.3",0,0,0,0,0,26,106.2,0.7,7.1,53.3,0.3
"DEVONTAFREEMAN","RB","espn","Devonta Freeman","ATL",58,225,"197.9",0,0,0,0,0,232.6,928.1,6.7,69,547.1,2.3
"LEVEONBELL","RB","espn","Le'Veon Bell","PIT",59,226,"196.7",0,0,0,0,0,215.8,945.8,6.4,56.2,486.1,2.5
"MARKINGRAM","RB","espn","Mark Ingram","NO",60,228,"191.9",0,0,0,0,0,234.7,982.4,8.5,51.1,354.6,1.6
"JOSHFERGUSON","RB","espn","Josh Ferguson","IND",61,230,"19.4",0,0,0,0,0,24.8,95.9,0.4,8.7,64.6,0.3
"DOUGMARTIN","RB","espn","Doug Martin","TB",62,231,"187.9",0,0,0,0,0,273,1215.8,6.6,32.3,251.7,1
"KENYANDRAKE","RB","espn","Kenyan Drake","MIA",63,238,"18.2",0,0,0,0,0,20.8,81.1,0.4,9.4,68,0.3
"CJANDERSON","RB","espn","C.J. Anderson","DEN",64,239,"178.6",0,0,0,0,0,242.3,1082.6,7.3,29.5,236.1,0.9
"JAMAALCHARLES","RB","espn","Jamaal Charles","KC",65,241,"175",0,0,0,0,0,185.6,949.5,7.2,39.5,332,1.8
"CARLOSHYDE","RB","espn","Carlos Hyde","SF",66,244,"171.3",0,0,0,0,0,256.3,1025.4,7.1,34,239.5,0.9
"TROYMAINEPOPE","RB","espn","Troymaine Pope","NYJ",67,245,"17.4",0,0,0,0,0,29.5,120.6,0.7,2.1,15.4,0.1
"DEMARCOMURRAY","RB","espn","DeMarco Murray","TEN",68,248,"168.1",0,0,0,0,0,226.7,988.8,7.6,29.6,226,0.8
"MATTFORTE","RB","espn","Matt Forte","NYJ",69,251,"166.7",0,0,0,0,0,209.2,865.6,4.9,52.5,436.2,1.7
"EDDIELACY","RB","espn","Eddie Lacy","GB",70,252,"165.7",0,0,0,0,0,236.8,1014.6,6.4,29.1,232.5,1.3
"LATAVIUSMURRAY","RB","espn","Latavius Murray","OAK",71,257,"160",0,0,0,0,0,230,976.7,5.5,33.4,238.9,1.7
"MARCELREECE","RB","espn","Marcel Reece","OAK",72,258,"16.8",0,0,0,0,0,8.4,27.6,0.3,11.8,85.3,0.8
"JEREMYLANGFORD","RB","espn","Jeremy Langford","CHI",73,265,"158.1",0,0,0,0,0,219.9,886.4,6.2,34.3,305.8,1.1
"JONATHANSTEWART","RB","espn","Jonathan Stewart","CAR",74,266,"156.9",0,0,0,0,0,237,1026.5,6.6,20.1,149.2,0.6
"JEREMYHILL","RB","espn","Jeremy Hill","CIN",75,267,"154.7",0,0,0,0,0,231.4,950.5,7.5,19,140.5,0.8
"FRANKGORE","RB","espn","Frank Gore","IND",76,269,"151.7",0,0,0,0,0,216.2,870.4,5.3,33.2,279.1,1.4
"AMEERABDULLAH","RB","espn","Ameer Abdullah","DET",77,274,"148.2",0,0,0,0,0,202.8,863.3,5.1,37.1,292.4,1.2
"RYANMATHEWS","RB","espn","Ryan Mathews","PHI",78,278,"144.9",0,0,0,0,0,210.7,957.3,6,22.7,168.4,0.5
"THOMASRAWLS","RB","espn","Thomas Rawls","SEA",79,279,"144.7",0,0,0,0,0,207.9,969.1,5.2,17,136.8,0.9
"DANNYWOODHEAD","RB","espn","Danny Woodhead","SD",80,284,"141.4",0,0,0,0,0,107.9,435.5,2.5,69.4,613.5,3.7
